time,function,GEN_PROC_COELHOS,GEN_PROC_RAPOSA,GEN_COMIDA_RAPOSA,N_GEN,L,C,N
9.473233,main,10,10,10,100,2000,2000,10
9.109999,main,10,10,10,100,2000,2000,10
9.504499,main,10,10,10,100,2000,2000,10
8.880701,main,10,10,10,100,2000,2000,10
9.044243,main,10,10,10,100,2000,2000,10
9.421354,main,10,10,10,100,2000,2000,10
2.425163,main,10,10,10,100,1000,1000,20
2.382911,main,10,10,10,100,1000,1000,20
2.487840,main,10,10,10,100,1000,1000,20
2.457086,main,10,10,10,100,1000,1000,20
2.419097,main,10,10,10,100,1000,1000,20
2.424888,main,10,10,10,100,1000,1000,20
2.391725,main,10,10,10,100,1000,1000,20
2.356157,main,10,10,10,100,1000,1000,20
2.365416,main,10,10,10,100,1000,1000,20
2.393326,main,10,10,10,100,1000,1000,20
2.417186,main,40,10,10,100,1000,1000,10
2.366448,main,40,10,10,100,1000,1000,10
2.409861,main,40,10,10,100,1000,1000,10
2.265356,main,40,10,10,100,1000,1000,10
2.181949,main,40,10,10,100,1000,1000,10
2.175024,main,40,10,10,100,1000,1000,10
2.361873,main,40,10,10,100,1000,1000,10
2.227187,main,40,10,10,100,1000,1000,10
2.368410,main,40,10,10,100,1000,1000,10
2.382487,main,40,10,10,100,1000,1000,10
2.445420,main,10,40,10,100,1000,1000,10
2.503485,main,10,40,10,100,1000,1000,10
2.439257,main,10,40,10,100,1000,1000,10
2.407857,main,10,40,10,100,1000,1000,10
2.323374,main,10,40,10,100,1000,1000,10
2.381592,main,10,40,10,100,1000,1000,10
2.282302,main,10,40,10,100,1000,1000,10
2.222333,main,10,40,10,100,1000,1000,10
2.226735,main,10,40,10,100,1000,1000,10
2.252434,main,10,40,10,100,1000,1000,10
2.439622,main,10,10,40,100,1000,1000,10
2.480646,main,10,10,40,100,1000,1000,10
2.357448,main,10,10,40,100,1000,1000,10
2.413479,main,10,10,40,100,1000,1000,10
2.386022,main,10,10,40,100,1000,1000,10
2.406480,main,10,10,40,100,1000,1000,10
2.481662,main,10,10,40,100,1000,1000,10
2.476191,main,10,10,40,100,1000,1000,10
2.451038,main,10,10,40,100,1000,1000,10
2.438935,main,10,10,40,100,1000,1000,10
4.929856,main,10,10,10,200,1000,1000,10
4.619040,main,10,10,10,200,1000,1000,10
4.780914,main,10,10,10,200,1000,1000,10
4.326082,main,10,10,10,200,1000,1000,10
4.883337,main,10,10,10,200,1000,1000,10
4.947891,main,10,10,10,200,1000,1000,10
4.679816,main,10,10,10,200,1000,1000,10
4.410134,main,10,10,10,200,1000,1000,10
4.426503,main,10,10,10,200,1000,1000,10
4.761659,main,10,10,10,200,1000,1000,10
36.646224,main,10,10,10,100,4000,4000,10
36.575711,main,10,10,10,100,4000,4000,10
37.419240,main,10,10,10,100,4000,4000,10
36.630767,main,10,10,10,100,4000,4000,10
37.843758,main,10,10,10,100,4000,4000,10
37.154569,main,10,10,10,100,4000,4000,10
37.872129,main,10,10,10,100,4000,4000,10
38.468831,main,10,10,10,100,4000,4000,10
38.181246,main,10,10,10,100,4000,4000,10
38.069960,main,10,10,10,100,4000,4000,10
2.397379,main,10,10,10,100,1000,1000,40
2.388899,main,10,10,10,100,1000,1000,40
2.392810,main,10,10,10,100,1000,1000,40
2.426496,main,10,10,10,100,1000,1000,40
2.669420,main,10,10,10,100,1000,1000,40
2.580950,main,10,10,10,100,1000,1000,40
2.623266,main,10,10,10,100,1000,1000,40
2.744500,main,10,10,10,100,1000,1000,40
2.641014,main,10,10,10,100,1000,1000,40
2.496117,main,10,10,10,100,1000,1000,40
2.204585,main,10,5,10,100,1000,1000,10
2.150290,main,10,5,10,100,1000,1000,10
2.129997,main,10,5,10,100,1000,1000,10
2.105840,main,10,5,10,100,1000,1000,10
2.131508,main,10,5,10,100,1000,1000,10
2.201085,main,10,5,10,100,1000,1000,10
2.205909,main,10,5,10,100,1000,1000,10
2.213293,main,10,5,10,100,1000,1000,10
2.138332,main,10,5,10,100,1000,1000,10
2.164837,main,10,5,10,100,1000,1000,10
0.496227,main,10,10,10,100,500,500,20
0.488639,main,10,10,10,100,500,500,20
0.491256,main,10,10,10,100,500,500,20
0.494457,main,10,10,10,100,500,500,20
0.535681,main,10,10,10,100,500,500,20
0.533595,main,10,10,10,100,500,500,20
0.535034,main,10,10,10,100,500,500,20
0.533784,main,10,10,10,100,500,500,20
0.563329,main,10,10,10,100,500,500,20
0.542751,main,10,10,10,100,500,500,20
3.554268,main_prl_v5,5,10,10,100,1000,1000,10
3.479573,main_prl_v5,5,10,10,100,1000,1000,10
3.540200,main_prl_v5,5,10,10,100,1000,1000,10
3.822656,main_prl_v5,5,10,10,100,1000,1000,10
3.742209,main_prl_v5,5,10,10,100,1000,1000,10
3.706573,main_prl_v5,5,10,10,100,1000,1000,10
3.881994,main_prl_v5,5,10,10,100,1000,1000,10
3.572151,main_prl_v5,5,10,10,100,1000,1000,10
3.931526,main_prl_v5,5,10,10,100,1000,1000,10
4.053762,main_prl_v5,5,10,10,100,1000,1000,10
3.747128,main_prl_v5,10,5,10,100,1000,1000,10
3.661346,main_prl_v5,10,5,10,100,1000,1000,10
4.097060,main_prl_v5,10,5,10,100,1000,1000,10
3.844795,main_prl_v5,10,5,10,100,1000,1000,10
3.954704,main_prl_v5,10,5,10,100,1000,1000,10
3.824854,main_prl_v5,10,5,10,100,1000,1000,10
3.897880,main_prl_v5,10,5,10,100,1000,1000,10
3.983479,main_prl_v5,10,5,10,100,1000,1000,10
4.515750,main_prl_v5,10,5,10,100,1000,1000,10
3.993599,main_prl_v5,10,5,10,100,1000,1000,10
3.792397,main_prl_v5,10,10,5,100,1000,1000,10
3.788421,main_prl_v5,10,10,5,100,1000,1000,10
4.219227,main_prl_v5,10,10,5,100,1000,1000,10
4.007191,main_prl_v5,10,10,5,100,1000,1000,10
4.023482,main_prl_v5,10,10,5,100,1000,1000,10
4.021444,main_prl_v5,10,10,5,100,1000,1000,10
3.954942,main_prl_v5,10,10,5,100,1000,1000,10
4.035791,main_prl_v5,10,10,5,100,1000,1000,10
4.020685,main_prl_v5,10,10,5,100,1000,1000,10
4.220684,main_prl_v5,10,10,5,100,1000,1000,10
2.010672,main_prl_v5,10,10,10,50,1000,1000,10
2.059420,main_prl_v5,10,10,10,50,1000,1000,10
2.063252,main_prl_v5,10,10,10,50,1000,1000,10
2.276769,main_prl_v5,10,10,10,50,1000,1000,10
2.050123,main_prl_v5,10,10,10,50,1000,1000,10
2.110467,main_prl_v5,10,10,10,50,1000,1000,10
2.072380,main_prl_v5,10,10,10,50,1000,1000,10
2.234634,main_prl_v5,10,10,10,50,1000,1000,10
2.195463,main_prl_v5,10,10,10,50,1000,1000,10
2.141316,main_prl_v5,10,10,10,50,1000,1000,10
1.069635,main_prl_v5,10,10,10,100,500,500,20
0.996609,main_prl_v5,10,10,10,100,500,500,20
0.996348,main_prl_v5,10,10,10,100,500,500,20
1.007358,main_prl_v5,10,10,10,100,500,500,20
1.039044,main_prl_v5,10,10,10,100,500,500,20
1.013548,main_prl_v5,10,10,10,100,500,500,20
1.004481,main_prl_v5,10,10,10,100,500,500,20
1.020288,main_prl_v5,10,10,10,100,500,500,20
1.004411,main_prl_v5,10,10,10,100,500,500,20
1.003602,main_prl_v5,10,10,10,100,500,500,20
4.283882,main_prl_v5,10,10,10,100,1000,1000,5
4.210304,main_prl_v5,10,10,10,100,1000,1000,5
3.901248,main_prl_v5,10,10,10,100,1000,1000,5
3.999829,main_prl_v5,10,10,10,100,1000,1000,5
3.722512,main_prl_v5,10,10,10,100,1000,1000,5
3.934924,main_prl_v5,10,10,10,100,1000,1000,5
4.109607,main_prl_v5,10,10,10,100,1000,1000,5
3.980067,main_prl_v5,10,10,10,100,1000,1000,5
3.858918,main_prl_v5,10,10,10,100,1000,1000,5
4.180195,main_prl_v5,10,10,10,100,1000,1000,5
4.239151,main_prl_v5,20,10,10,100,1000,1000,10
3.842186,main_prl_v5,20,10,10,100,1000,1000,10
4.409772,main_prl_v5,20,10,10,100,1000,1000,10
4.400344,main_prl_v5,20,10,10,100,1000,1000,10
4.379640,main_prl_v5,20,10,10,100,1000,1000,10
4.355040,main_prl_v5,20,10,10,100,1000,1000,10
4.380781,main_prl_v5,20,10,10,100,1000,1000,10
4.334547,main_prl_v5,20,10,10,100,1000,1000,10
3.958889,main_prl_v5,20,10,10,100,1000,1000,10
3.848159,main_prl_v5,20,10,10,100,1000,1000,10
3.825845,main_prl_v5,10,20,10,100,1000,1000,10
3.823386,main_prl_v5,10,20,10,100,1000,1000,10
3.838363,main_prl_v5,10,20,10,100,1000,1000,10
3.829895,main_prl_v5,10,20,10,100,1000,1000,10
3.950396,main_prl_v5,10,20,10,100,1000,1000,10
4.067078,main_prl_v5,10,20,10,100,1000,1000,10
4.004210,main_prl_v5,10,20,10,100,1000,1000,10
4.107403,main_prl_v5,10,20,10,100,1000,1000,10
4.421821,main_prl_v5,10,20,10,100,1000,1000,10
4.457361,main_prl_v5,10,20,10,100,1000,1000,10
3.960786,main_prl_v5,10,10,20,100,1000,1000,10
3.889383,main_prl_v5,10,10,20,100,1000,1000,10
4.109170,main_prl_v5,10,10,20,100,1000,1000,10
3.783110,main_prl_v5,10,10,20,100,1000,1000,10
4.083309,main_prl_v5,10,10,20,100,1000,1000,10
3.924089,main_prl_v5,10,10,20,100,1000,1000,10
4.052057,main_prl_v5,10,10,20,100,1000,1000,10
4.075763,main_prl_v5,10,10,20,100,1000,1000,10
4.066181,main_prl_v5,10,10,20,100,1000,1000,10
4.149581,main_prl_v5,10,10,20,100,1000,1000,10
8.224064,main_prl_v5,10,10,10,200,1000,1000,10
8.360498,main_prl_v5,10,10,10,200,1000,1000,10
8.285018,main_prl_v5,10,10,10,200,1000,1000,10
8.427313,main_prl_v5,10,10,10,200,1000,1000,10
8.556188,main_prl_v5,10,10,10,200,1000,1000,10
8.485789,main_prl_v5,10,10,10,200,1000,1000,10
8.405086,main_prl_v5,10,10,10,200,1000,1000,10
8.576290,main_prl_v5,10,10,10,200,1000,1000,10
8.461881,main_prl_v5,10,10,10,200,1000,1000,10
7.658808,main_prl_v5,10,10,10,200,1000,1000,10
15.124209,main_prl_v5,10,10,10,100,2000,2000,10
16.129049,main_prl_v5,10,10,10,100,2000,2000,10
15.739410,main_prl_v5,10,10,10,100,2000,2000,10
16.847890,main_prl_v5,10,10,10,100,2000,2000,10
16.509134,main_prl_v5,10,10,10,100,2000,2000,10
16.505329,main_prl_v5,10,10,10,100,2000,2000,10
16.135248,main_prl_v5,10,10,10,100,2000,2000,10
15.914709,main_prl_v5,10,10,10,100,2000,2000,10
15.846784,main_prl_v5,10,10,10,100,2000,2000,10
17.265515,main_prl_v5,10,10,10,100,2000,2000,10
4.421268,main_prl_v5,10,10,10,100,1000,1000,20
4.326533,main_prl_v5,10,10,10,100,1000,1000,20
4.356113,main_prl_v5,10,10,10,100,1000,1000,20
4.374175,main_prl_v5,10,10,10,100,1000,1000,20
3.972683,main_prl_v5,10,10,10,100,1000,1000,20
3.913705,main_prl_v5,10,10,10,100,1000,1000,20
3.700393,main_prl_v5,10,10,10,100,1000,1000,20
3.973960,main_prl_v5,10,10,10,100,1000,1000,20
3.696474,main_prl_v5,10,10,10,100,1000,1000,20
4.060972,main_prl_v5,10,10,10,100,1000,1000,20
4.006813,main_prl_v5,40,10,10,100,1000,1000,10
4.037123,main_prl_v5,40,10,10,100,1000,1000,10
4.165834,main_prl_v5,40,10,10,100,1000,1000,10
4.041044,main_prl_v5,40,10,10,100,1000,1000,10
4.156523,main_prl_v5,40,10,10,100,1000,1000,10
4.081052,main_prl_v5,40,10,10,100,1000,1000,10
4.149809,main_prl_v5,40,10,10,100,1000,1000,10
4.137511,main_prl_v5,40,10,10,100,1000,1000,10
4.255459,main_prl_v5,40,10,10,100,1000,1000,10
4.192495,main_prl_v5,40,10,10,100,1000,1000,10
4.219062,main_prl_v5,10,40,10,100,1000,1000,10
4.121460,main_prl_v5,10,40,10,100,1000,1000,10
4.111537,main_prl_v5,10,40,10,100,1000,1000,10
4.126994,main_prl_v5,10,40,10,100,1000,1000,10
4.198651,main_prl_v5,10,40,10,100,1000,1000,10
4.162248,main_prl_v5,10,40,10,100,1000,1000,10
4.124507,main_prl_v5,10,40,10,100,1000,1000,10
4.141464,main_prl_v5,10,40,10,100,1000,1000,10
4.301274,main_prl_v5,10,40,10,100,1000,1000,10
4.227501,main_prl_v5,10,40,10,100,1000,1000,10
4.258533,main_prl_v5,10,10,40,100,1000,1000,10
4.199772,main_prl_v5,10,10,40,100,1000,1000,10
4.163211,main_prl_v5,10,10,40,100,1000,1000,10
4.233210,main_prl_v5,10,10,40,100,1000,1000,10
4.176125,main_prl_v5,10,10,40,100,1000,1000,10
4.172327,main_prl_v5,10,10,40,100,1000,1000,10
3.947141,main_prl_v5,10,10,40,100,1000,1000,10
3.846027,main_prl_v5,10,10,40,100,1000,1000,10
3.685888,main_prl_v5,10,10,40,100,1000,1000,10
4.057189,main_prl_v5,10,10,40,100,1000,1000,10
7.463645,main_prl_v5,10,10,10,200,1000,1000,10
8.060301,main_prl_v5,10,10,10,200,1000,1000,10
7.974799,main_prl_v5,10,10,10,200,1000,1000,10
8.379550,main_prl_v5,10,10,10,200,1000,1000,10
8.304259,main_prl_v5,10,10,10,200,1000,1000,10
8.235948,main_prl_v5,10,10,10,200,1000,1000,10
8.353897,main_prl_v5,10,10,10,200,1000,1000,10
8.328223,main_prl_v5,10,10,10,200,1000,1000,10
8.142738,main_prl_v5,10,10,10,200,1000,1000,10
8.433181,main_prl_v5,10,10,10,200,1000,1000,10
43.977111,main_prl_v5,10,10,10,100,4000,4000,10
45.718628,main_prl_v5,10,10,10,100,4000,4000,10
46.368946,main_prl_v5,10,10,10,100,4000,4000,10
46.714690,main_prl_v5,10,10,10,100,4000,4000,10
46.684257,main_prl_v5,10,10,10,100,4000,4000,10
46.743843,main_prl_v5,10,10,10,100,4000,4000,10
43.189581,main_prl_v5,10,10,10,100,4000,4000,10
46.175831,main_prl_v5,10,10,10,100,4000,4000,10
47.056547,main_prl_v5,10,10,10,100,4000,4000,10
46.829297,main_prl_v5,10,10,10,100,4000,4000,10
4.146835,main_prl_v5,10,10,10,100,1000,1000,40
3.728085,main_prl_v5,10,10,10,100,1000,1000,40
3.595725,main_prl_v5,10,10,10,100,1000,1000,40
3.802015,main_prl_v5,10,10,10,100,1000,1000,40
3.660629,main_prl_v5,10,10,10,100,1000,1000,40
3.782722,main_prl_v5,10,10,10,100,1000,1000,40
3.608566,main_prl_v5,10,10,10,100,1000,1000,40
3.872609,main_prl_v5,10,10,10,100,1000,1000,40
3.768768,main_prl_v5,10,10,10,100,1000,1000,40
3.809386,main_prl_v5,10,10,10,100,1000,1000,40
